neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
Niagara,43.64581,-79.40503000000001,Private room,65,1,15,251
East End-Danforth,43.67857,-79.30498,Entire home/apt,110,3,16,316
Kensington-Chinatown,43.65323,-79.40061,Private room,49,1,15,1
Waterfront Communities-The Island,43.64237,-79.3823,Entire home/apt,250,3,46,327
Oakwood Village,43.68872,-79.44291,Private room,101,1,0,0
Niagara,43.63941,-79.41308000000001,Entire home/apt,211,2,43,65
Waterfront Communities-The Island,43.64287,-79.39385,Entire home/apt,101,2,1,88
York University Heights,43.74472,-79.49219000000001,Private room,34,3,5,57
Cabbagetown-South St.James Town,43.66382,-79.37501999999999,Private room,160,2,17,0
Playter Estates-Danforth,43.676629999999996,-79.3588,Entire home/apt,73,7,0,0
Pelmo Park-Humberlea,43.73429,-79.53455,Entire home/apt,109,3,0,256
Annex,43.67114,-79.4139,Private room,101,2,37,38
Waterfront Communities-The Island,43.643440000000005,-79.39242,Entire home/apt,140,3,0,22
Junction Area,43.665820000000004,-79.47436,Entire home/apt,124,5,3,0
Humber Summit,43.752390000000005,-79.56788,Private room,40,30,0,0
North Riverdale,43.67622,-79.35537,Entire home/apt,140,1,21,264
L'Amoreaux,43.7899,-79.32978,Private room,56,3,1,348
Waterfront Communities-The Island,43.64365,-79.40127,Entire home/apt,124,5,19,89
Annex,43.6711,-79.39386999999999,Entire home/apt,150,1,55,78
Keelesdale-Eglinton West,43.69007,-79.4671,Entire home/apt,69,5,4,239
Playter Estates-Danforth,43.67945,-79.34738,Private room,75,2,9,246
Roncesvalles,43.64117,-79.4456,Private room,49,1,3,0
Dovercourt-Wallace Emerson-Junction,43.66413,-79.42851999999999,Entire home/apt,115,1,35,42
Church-Yonge Corridor,43.66041,-79.38056,Entire home/apt,118,3,43,208
Bathurst Manor,43.75585,-79.44556999999999,Private room,42,2,3,27
North St.James Town,43.667429999999996,-79.37708,Entire home/apt,79,28,0,358
South Parkdale,43.63633,-79.43556,Entire home/apt,188,2,0,71
Roncesvalles,43.63904,-79.44606999999999,Private room,68,2,2,0
Stonegate-Queensway,43.63323,-79.51571,Private room,45,1,22,73
Stonegate-Queensway,43.63364,-79.51872,Private room,45,2,9,33
Kingsway South,43.66081,-79.50865999999999,Private room,90,180,0,358
Waterfront Communities-The Island,43.641909999999996,-79.38311,Entire home/apt,99,1,3,0
Woodbine Corridor,43.68247,-79.31466999999999,Entire home/apt,56,3,16,222
West Humber-Clairville,43.73113,-79.61192,Private room,60,5,3,365
Annex,43.67004,-79.39411,Hotel room,119,1,22,11
West Humber-Clairville,43.73553,-79.62109,Private room,64,1,52,359
Waterfront Communities-The Island,43.64261,-79.38332,Entire home/apt,99,2,19,61
York University Heights,43.76477,-79.49664,Private room,42,2,14,105
Oakwood Village,43.688359999999996,-79.44564,Entire home/apt,58,2,38,51
O'Connor-Parkview,43.70774,-79.29881999999999,Entire home/apt,45,1,37,74
Runnymede-Bloor West Village,43.66001,-79.49434000000001,Entire home/apt,101,2,23,64
Newtonbrook West,43.78028,-79.41768,Private room,50,90,0,0
York University Heights,43.76287,-79.50386,Private room,45,1,6,256
Wychwood,43.68177,-79.42086,Entire home/apt,128,30,1,0
Clairlea-Birchmount,43.70182,-79.27644000000001,Private room,60,3,2,291
Rockcliffe-Smythe,43.67091,-79.49194,Private room,29,1,1,70
Niagara,43.644659999999995,-79.40911,Entire home/apt,95,1,42,207
Blake-Jones,43.67759,-79.34272,Private room,48,1,0,0
Little Portugal,43.650659999999995,-79.42636999999999,Entire home/apt,121,4,0,74
Moss Park,43.654140000000005,-79.36986999999999,Entire home/apt,90,5,5,78
Waterfront Communities-The Island,43.63896,-79.39708,Entire home/apt,179,1,45,173
Waterfront Communities-The Island,43.64083,-79.38298,Entire home/apt,138,1,43,2
Bendale,43.773790000000005,-79.25465,Private room,29,1,2,252
Woburn,43.78027,-79.25034000000001,Entire home/apt,87,3,6,74
Cabbagetown-South St.James Town,43.66447,-79.36006,Entire home/apt,89,3,4,30
Greenwood-Coxwell,43.68112,-79.32863,Entire home/apt,150,3,22,81
Moss Park,43.653890000000004,-79.3668,Entire home/apt,98,5,7,0
Humber Heights-Westmount,43.68623,-79.51955,Entire home/apt,109,1,26,133
Niagara,43.63745,-79.40619000000001,Entire home/apt,200,2,17,68
Little Portugal,43.64757,-79.42569,Entire home/apt,200,5,4,25
Mimico (includes Humber Bay Shores),43.622409999999995,-79.48102,Entire home/apt,121,7,9,168
Waterfront Communities-The Island,43.63905,-79.39744,Entire home/apt,75,1,78,60
Niagara,43.63843,-79.41722,Shared room,44,1,15,74
South Riverdale,43.67433,-79.33064,Entire home/apt,79,2,14,50
Agincourt South-Malvern West,43.778529999999996,-79.28093,Private room,65,1,10,63
Blake-Jones,43.67391,-79.34135,Private room,34,2,34,344
Waterfront Communities-The Island,43.642140000000005,-79.38238,Entire home/apt,189,1,21,259
North Riverdale,43.6713,-79.34692,Entire home/apt,250,3,1,0
Waterfront Communities-The Island,43.64852,-79.39229,Entire home/apt,179,2,26,169
Old East York,43.69413,-79.34094,Entire home/apt,285,2,0,265
Dovercourt-Wallace Emerson-Junction,43.6597,-79.44064,Entire home/apt,140,3,13,268
Palmerston-Little Italy,43.65898,-79.40902,Entire home/apt,121,2,20,0
Waterfront Communities-The Island,43.64816,-79.38864000000001,Entire home/apt,90,1,35,286
Corso Italia-Davenport,43.679809999999996,-79.44503,Entire home/apt,95,3,13,264
Eglinton East,43.741009999999996,-79.25446,Private room,30,1,1,0
Trinity-Bellwoods,43.65095,-79.41447,Entire home/apt,171,2,16,0
Mimico (includes Humber Bay Shores),43.61437,-79.48971,Private room,40,2,0,48
South Parkdale,43.640609999999995,-79.42260999999999,Entire home/apt,99,3,27,25
Church-Yonge Corridor,43.669259999999994,-79.38046,Private room,52,120,1,136
Dovercourt-Wallace Emerson-Junction,43.6598,-79.44292,Private room,45,1,10,79
Waterfront Communities-The Island,43.64606,-79.37552,Entire home/apt,200,1,33,54
L'Amoreaux,43.797470000000004,-79.32305,Private room,65,1,0,0
Waterfront Communities-The Island,43.64108,-79.38226999999999,Entire home/apt,250,1,0,350
Little Portugal,43.64268,-79.42818,Entire home/apt,110,2,27,83
Moss Park,43.65609,-79.36639,Entire home/apt,101,2,36,172
Waterfront Communities-The Island,43.64065,-79.38016999999999,Entire home/apt,299,5,3,355
Wexford/Maryvale,43.742340000000006,-79.29151,Entire home/apt,150,2,10,83
Willowdale East,43.759190000000004,-79.40273,Entire home/apt,295,21,2,327
Willowdale East,43.75764,-79.40361999999999,Entire home/apt,135,28,5,293
Centennial Scarborough,43.77479,-79.1348,Entire home/apt,166,2,9,354
Danforth,43.68169,-79.33886,Private room,101,1,2,320
Danforth,43.68165,-79.3387,Private room,110,1,0,337
Oakwood Village,43.692640000000004,-79.44628,Entire home/apt,66,3,52,98
New Toronto,43.59949,-79.49991,Entire home/apt,199,7,5,348
Oakwood Village,43.69143,-79.44097,Entire home/apt,101,1,70,41
Waterfront Communities-The Island,43.6446,-79.40052,Entire home/apt,193,2,2,90
Waterfront Communities-The Island,43.6391,-79.39482,Entire home/apt,132,3,32,115
Willowdale East,43.7704,-79.40678,Private room,37,1,10,66
Waterfront Communities-The Island,43.63865,-79.38425,Entire home/apt,150,2,22,0
Clairlea-Birchmount,43.71163,-79.28764,Private room,49,30,1,0
Mimico (includes Humber Bay Shores),43.62567,-79.47797,Entire home/apt,97,1,28,42
Waterfront Communities-The Island,43.63847,-79.38438000000001,Entire home/apt,144,2,32,62
Palmerston-Little Italy,43.660740000000004,-79.41011999999999,Entire home/apt,150,2,7,86
Waterfront Communities-The Island,43.644290000000005,-79.40057,Entire home/apt,150,2,0,0
Waterfront Communities-The Island,43.64047,-79.38121,Private room,79,2,26,41
University,43.66048,-79.40471,Private room,65,1,29,243
Little Portugal,43.64822,-79.43113000000001,Entire home/apt,64,1,29,100
High Park-Swansea,43.64954,-79.47986,Entire home/apt,90,2,26,335
Waterfront Communities-The Island,43.643440000000005,-79.37776,Private room,62,1,0,0
Corso Italia-Davenport,43.67382,-79.44939000000001,Entire home/apt,75,1,2,0
Roncesvalles,43.64184,-79.43865,Entire home/apt,249,1,0,0
Cabbagetown-South St.James Town,43.66637,-79.37544,Entire home/apt,200,7,13,155
Waterfront Communities-The Island,43.64017,-79.3964,Entire home/apt,152,60,0,73
Church-Yonge Corridor,43.66049,-79.38,Entire home/apt,130,1,1,89
Newtonbrook East,43.78326,-79.40953,Entire home/apt,128,3,4,65
Stonegate-Queensway,43.631029999999996,-79.51719,Entire home/apt,124,2,20,311
Waterfront Communities-The Island,43.64869,-79.38906999999999,Entire home/apt,229,7,14,46
Dovercourt-Wallace Emerson-Junction,43.66438,-79.44658000000001,Entire home/apt,99,1,34,106
Palmerston-Little Italy,43.66207,-79.41121,Private room,128,1,1,71
Maple Leaf,43.71946,-79.47683,Private room,36,5,0,358
Waterfront Communities-The Island,43.6389,-79.39896999999999,Entire home/apt,220,1,14,165
Niagara,43.63926,-79.41719,Private room,200,1,3,50
Bay Street Corridor,43.66129,-79.38415,Entire home/apt,130,2,8,10
Rosedale-Moore Park,43.678329999999995,-79.38263,Entire home/apt,170,90,0,344
Blake-Jones,43.67901,-79.34185,Entire home/apt,124,2,4,0
Annex,43.671009999999995,-79.395,Entire home/apt,155,1,3,73
Newtonbrook West,43.79136,-79.44265,Private room,50,1,0,220
Englemount-Lawrence,43.71566,-79.43779,Private room,50,2,6,71
Roncesvalles,43.6563,-79.4522,Private room,42,20,0,0
Casa Loma,43.6882,-79.41150999999999,Private room,65,5,1,0
Dufferin Grove,43.65701,-79.44626,Entire home/apt,58,2,4,0
Clairlea-Birchmount,43.70175,-79.28785,Entire home/apt,61,3,3,289
Mimico (includes Humber Bay Shores),43.62319,-79.48442,Entire home/apt,60,3,4,9
Waterfront Communities-The Island,43.6388,-79.39166,Entire home/apt,105,90,0,135
North Riverdale,43.66907,-79.34251,Entire home/apt,115,5,0,0
Niagara,43.63805,-79.40335,Entire home/apt,179,1,38,360
Clanton Park,43.75251,-79.45151,Entire home/apt,73,2,12,339
Kennedy Park,43.73464,-79.25528,Entire home/apt,99,1,1,88
Moss Park,43.65272,-79.37167,Private room,65,1,34,77
Wexford/Maryvale,43.74289,-79.30181999999999,Private room,50,1,4,133
Little Portugal,43.643570000000004,-79.42774,Entire home/apt,121,180,17,365
Waterfront Communities-The Island,43.64557,-79.39213000000001,Entire home/apt,130,1,14,163
Palmerston-Little Italy,43.65683,-79.42061,Entire home/apt,130,2,5,132
Clairlea-Birchmount,43.70969,-79.28819,Private room,29,30,1,1
Clairlea-Birchmount,43.711040000000004,-79.28895,Private room,26,30,2,1
North St.James Town,43.67042,-79.37631,Entire home/apt,128,14,2,280
Waterfront Communities-The Island,43.6443,-79.39341,Entire home/apt,199,2,9,111
Kensington-Chinatown,43.653290000000005,-79.3999,Private room,52,1,24,87
Waterfront Communities-The Island,43.648379999999996,-79.38987,Entire home/apt,99,2,22,38
Stonegate-Queensway,43.635220000000004,-79.51883000000001,Private room,48,1,22,35
Dovercourt-Wallace Emerson-Junction,43.66238,-79.45119,Entire home/apt,124,2,24,38
Annex,43.67027,-79.41509,Entire home/apt,121,2,64,49
Kensington-Chinatown,43.65272,-79.40124,Private room,52,1,19,105
North St.James Town,43.66895,-79.37461,Entire home/apt,128,30,2,333
North St.James Town,43.67106,-79.37269,Entire home/apt,121,2,35,53
The Beaches,43.66775,-79.30932,Entire home/apt,60,30,4,95
Waterfront Communities-The Island,43.64001,-79.38117,Entire home/apt,166,1,97,79
Kensington-Chinatown,43.65119,-79.39786,Private room,62,1,16,162
Waterfront Communities-The Island,43.64074,-79.39558000000001,Entire home/apt,150,2,0,0
Bay Street Corridor,43.64987,-79.38655,Private room,50,30,0,0
Willowdale East,43.75691,-79.40795,Entire home/apt,118,1,8,0
Cabbagetown-South St.James Town,43.66553,-79.37724,Entire home/apt,199,2,2,0
High Park North,43.66057,-79.47425,Entire home/apt,110,7,1,0
Church-Yonge Corridor,43.6558,-79.3803,Entire home/apt,79,1,35,0
Cabbagetown-South St.James Town,43.66601,-79.37349,Private room,65,1,6,78
Church-Yonge Corridor,43.66005,-79.37834000000001,Entire home/apt,101,3,5,288
Cabbagetown-South St.James Town,43.66577,-79.37250999999999,Private room,65,1,5,82
Cabbagetown-South St.James Town,43.664229999999996,-79.37224,Private room,65,1,1,82
Cabbagetown-South St.James Town,43.665459999999996,-79.37182,Private room,65,1,2,78
Little Portugal,43.642520000000005,-79.42319,Entire home/apt,85,2,17,0
Waterfront Communities-The Island,43.642070000000004,-79.38062,Entire home/apt,130,1,41,36
Stonegate-Queensway,43.64467,-79.49982,Entire home/apt,225,5,3,237
Willowridge-Martingrove-Richview,43.67839,-79.54936,Private room,46,2,4,0
Cabbagetown-South St.James Town,43.666579999999996,-79.37097,Private room,58,2,1,0
Oakwood Village,43.68866,-79.43551,Private room,36,1,7,77
Wexford/Maryvale,43.73117,-79.30238,Private room,25,5,1,148
Church-Yonge Corridor,43.65648,-79.37453000000001,Entire home/apt,121,6,19,29
Waterfront Communities-The Island,43.647,-79.39990999999999,Entire home/apt,128,1,78,158
Kensington-Chinatown,43.65296,-79.39909,Private room,62,1,21,166
University,43.66191,-79.40989,Private room,139,1,0,163
Palmerston-Little Italy,43.662240000000004,-79.41136,Private room,170,1,0,132
North St.James Town,43.670840000000005,-79.3767,Entire home/apt,128,30,1,286
Kensington-Chinatown,43.6531,-79.38781,Private room,110,1,2,0
Humewood-Cedarvale,43.693509999999996,-79.42453,Entire home/apt,85,1,15,31
North St.James Town,43.67067,-79.37512,Entire home/apt,128,30,1,317
Humewood-Cedarvale,43.69265,-79.42329000000001,Entire home/apt,65,1,28,46
Palmerston-Little Italy,43.661559999999994,-79.40992,Private room,119,1,0,71
South Parkdale,43.64181,-79.42996,Entire home/apt,110,2,36,110
Palmerston-Little Italy,43.66175,-79.41056999999999,Private room,119,1,0,71
The Beaches,43.671620000000004,-79.29768,Private room,75,1,19,364
Palmerston-Little Italy,43.66144,-79.40999000000001,Private room,249,1,0,71
University,43.661840000000005,-79.40981,Private room,119,1,0,71
University,43.66172,-79.40977,Private room,269,1,1,71
The Beaches,43.66489,-79.30814000000001,Entire home/apt,90,2,43,74
Islington-City Centre West,43.63961,-79.559,Entire home/apt,75,2,17,0
Pelmo Park-Humberlea,43.731970000000004,-79.53489,Private room,60,2,0,179
Newtonbrook East,43.7869,-79.41026,Private room,37,1,9,166
Waterfront Communities-The Island,43.64771,-79.39177,Entire home/apt,199,5,5,152
Wychwood,43.67569,-79.41682,Entire home/apt,160,2,3,153
Waterfront Communities-The Island,43.64176,-79.38088,Private room,90,1,0,0
Waterfront Communities-The Island,43.639359999999996,-79.39836,Entire home/apt,150,2,41,0
Mimico (includes Humber Bay Shores),43.614540000000005,-79.49728,Entire home/apt,70,1,23,123
Waterfront Communities-The Island,43.64356,-79.38157,Private room,203,3,1,27
Palmerston-Little Italy,43.65988,-79.42276,Entire home/apt,101,2,0,0
Waterfront Communities-The Island,43.64397,-79.38136999999999,Entire home/apt,85,1,54,68
Willowdale East,43.769420000000004,-79.4128,Entire home/apt,79,20,0,62
Henry Farm,43.77337,-79.34348,Private room,50,1,2,166
Annex,43.67088,-79.39336999999999,Entire home/apt,89,3,2,12
Waterfront Communities-The Island,43.64156,-79.39804000000001,Entire home/apt,135,3,4,109
Newtonbrook East,43.78975,-79.40896,Entire home/apt,89,3,5,270
Agincourt North,43.80672,-79.259,Private room,29,15,1,74
Willowdale East,43.76235,-79.40959000000001,Entire home/apt,109,1,0,0
Moss Park,43.65351,-79.36908000000001,Entire home/apt,150,2,18,178
Waterfront Communities-The Island,43.63901,-79.39173000000001,Entire home/apt,101,60,0,256
Bay Street Corridor,43.66292,-79.38513,Entire home/apt,170,2,0,0
Bay Street Corridor,43.651379999999996,-79.38309,Private room,99,1,2,0
Dufferin Grove,43.65274,-79.43928000000001,Entire home/apt,70,4,1,0
Waterfront Communities-The Island,43.64498,-79.40016999999999,Entire home/apt,99,3,20,217
Kensington-Chinatown,43.65696,-79.40259,Entire home/apt,78,5,4,0
Waterfront Communities-The Island,43.645,-79.38968,Entire home/apt,220,31,0,89
Willowdale West,43.765240000000006,-79.43378,Private room,32,7,1,10
Annex,43.670320000000004,-79.41254,Entire home/apt,154,3,55,118
Waterfront Communities-The Island,43.642379999999996,-79.39322,Entire home/apt,155,30,0,60
Little Portugal,43.65144,-79.42622,Entire home/apt,111,10,2,281
Waterfront Communities-The Island,43.63808,-79.39784,Entire home/apt,90,2,41,259
South Parkdale,43.63974,-79.43871999999999,Entire home/apt,199,2,48,110
Willowdale East,43.77486,-79.40085,Entire home/apt,70,2,1,0
Trinity-Bellwoods,43.651759999999996,-79.41147,Entire home/apt,204,2,31,102
Waterfront Communities-The Island,43.64761,-79.39318,Entire home/apt,144,3,43,36
York University Heights,43.763329999999996,-79.49679,Entire home/apt,58,3,13,0
Kensington-Chinatown,43.6562,-79.39305,Private room,79,1,79,5
Dovercourt-Wallace Emerson-Junction,43.66585,-79.43346,Entire home/apt,150,14,1,147
Kensington-Chinatown,43.64986,-79.39233,Entire home/apt,99,3,14,105
Eringate-Centennial-West Deane,43.66219,-79.58802,Private room,50,1,84,72
Kensington-Chinatown,43.64996,-79.402,Private room,98,1,15,82
Malvern,43.8054,-79.22736,Shared room,15,28,4,287
Eringate-Centennial-West Deane,43.64754,-79.60659,Private room,101,2,0,88
Dovercourt-Wallace Emerson-Junction,43.6718,-79.43858,Private room,34,1,16,266
Mimico (includes Humber Bay Shores),43.62468,-79.47828,Entire home/apt,150,1,7,179
Waterfront Communities-The Island,43.64869,-79.39195,Entire home/apt,124,1,22,124
Greenwood-Coxwell,43.68257,-79.32536,Entire home/apt,85,2,4,324
Islington-City Centre West,43.63475,-79.54437,Private room,56,1,69,47
Blake-Jones,43.67214,-79.34119,Private room,40,2,22,276
Trinity-Bellwoods,43.650690000000004,-79.40727,Private room,42,28,1,273
Bayview Village,43.7687,-79.37137,Private room,79,14,3,364
Niagara,43.63828,-79.41513,Entire home/apt,79,3,10,29
York University Heights,43.76533,-79.50571,Private room,29,3,25,0
Waterfront Communities-The Island,43.64099,-79.39643000000001,Entire home/apt,199,1,64,355
Waterfront Communities-The Island,43.64258,-79.38038,Entire home/apt,199,2,30,65
Mimico (includes Humber Bay Shores),43.62281,-79.48184,Entire home/apt,91,1,0,0
Trinity-Bellwoods,43.6519,-79.40845999999999,Entire home/apt,97,4,18,122
Dovercourt-Wallace Emerson-Junction,43.67171,-79.4383,Private room,25,1,27,328
Dovercourt-Wallace Emerson-Junction,43.67100000000001,-79.43804,Private room,34,1,12,354
Malvern,43.80431,-79.2175,Private room,38,30,1,347
Dovercourt-Wallace Emerson-Junction,43.66626,-79.45841,Private room,60,2,8,265
Waterfront Communities-The Island,43.647870000000005,-79.38733,Entire home/apt,200,30,10,365
Bay Street Corridor,43.66502,-79.38521,Entire home/apt,150,2,42,159
Church-Yonge Corridor,43.66617,-79.38283,Entire home/apt,90,2,3,256
Kensington-Chinatown,43.65139,-79.40183,Private room,38,1,29,261
Kensington-Chinatown,43.6514,-79.40158000000001,Private room,68,1,20,73
Kensington-Chinatown,43.65113,-79.40144000000001,Private room,38,1,31,257
Kensington-Chinatown,43.650240000000004,-79.40005,Private room,50,1,35,325
Kensington-Chinatown,43.65017,-79.40189000000001,Private room,50,1,26,327
York University Heights,43.745909999999995,-79.48737,Private room,28,7,5,211
